fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
1086,APARTAMENTOS PORTONOVO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE JUAN DIAZ RODRIGUEZ, 29",61,133,-15.710025,27.783486,esuy49b69c,430048.49,3073420.42
1087,HOTEL FLAMINGO SUITE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA DE ESPAŃA, 6",20,96,-16.733395,28.079918,esupepz17s,329679.56,3107268.3
1088,BAHIA PRINCIPE SUNLIGHT TENERIFE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B12,Playa Paraíso,"38001",Adeje,"PLAN PARCIAL PLAYA PARAISO, PARCELA 18",244,488,-16.769455,28.11918,esupfquy57,326199.04,3111669.79
1089,PRINCESS INSPIRE TENERIFE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE BRUSELAS, 1",266,550,-16.732993,28.085545,esupg0z6jj,329727.95,3107891.24
1090,HOTEL WYNDHAM COSTA ADEJE,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,CALLE FINLANDIA 10,25,90,-16.724721,28.076216,esuperj7vf,330526.19,3106845.99
1091,HOTEL GRAN TACANDE COSTA ADEJE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CALLE WALTER PAETZMANN S/N,255,510,-16.739843,28.091858,esupg1fqvm,329064.8,3108600.36
1092,HOTEL SUNWING RESORT FAŃABÉ,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE LONDRES, 4",241,482,-16.734205,28.086122,esupg0yt8b,329609.76,3107956.87
1093,APARTHOTEL ISABEL FAMILY,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA DE MOSCU, 2",384,788,-16.734195,28.091233,esupg1ye2c,329618.81,3108523.18
1094,HOTEL BE LIVE LA NIŃA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,AVENIDA DE ESPAŃA S/N - URBANIZACIÓN SAN EUGENIO,226,452,-16.732221,28.080481,esupepzuwv,329795.82,3107329.04
1095,HOTEL MELIA JARDINES DEL TEIDE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,URBANIZACIÓN MIRADOR DEL DUQUE,299,600,-16.738765,28.096094,esupg4epwe,329177.44,3109068.21
1096,HOTEL LA CALETA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CALLE ENRAMADA 9 LA CALETA,284,852,-16.748502,28.095701,esupffsj7d,328220.05,3109038.38
1097,APARTAMENTOS HELIOMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA DE LAS PALMERAS, 10",50,290,-15.70899,27.793028,esuy4e9445,430156.56,3074476.87
1098,HOTEL CHATUR PLAYA REAL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA MOSCU, 111",174,348,-16.731394,28.091726,esupg3bw4m,329894.83,3108573.89
1099,HOTEL OCEAN VIEW,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVDA. LOS PUEBLOS, S/N.",130,260,-16.729308,28.071005,esupeq4j6y,330067.18,3106274.99
1100,HOTEL FLAMINGO BEACH MATE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,AVENIDA ESPAŃA 3,107,262,-16.734093,28.079104,esupepwsek,329609.68,3107179.08
1101,HOTEL TAGORO COSTA ADEJE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE GALICIA, 3",203,609,-16.726781,28.087609,esupg35yjv,330341.65,3108111.26
1102,HOTEL VINCCI LA PLANTACION DEL SUR,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CALLE ROQUE NUBLO 1,163,326,-16.742692,28.09449,esupg42q6b,328789.03,3108896.01
1103,HOTEL ROYAL GARDEN VILLAS,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"CALLE ALCOJORA S/N, CAMPO DE GOLF COSTA ADEJE",28,96,-16.748107,28.112883,esupfvu3kv,328286.24,3110941.69
1104,HOTEL MYND ADEJE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,CALLE EL JABLE 36,165,330,-16.780822,28.130785,eth041h9dw,325101.19,3112972.01
1105,HOTEL IBEROSTAR GRAND HOTEL EL MIRADOR,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,AVENIDA DE BRUSELAS S/N,124,260,-16.744333,28.092776,esupffphkc,328625.05,3108708.4
1106,ROCA NIVARIA GRAN HOTEL,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B12,Playa Paraíso,"38001",Adeje,"AVENIDA ADEJE, 300",289,575,-16.777126,28.120609,esupfppq2t,325447.76,3111839.13
1107,CLUB HOTEL RIU BUENA VISTA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B12,Playa Paraíso,"38001",Adeje,"CALLE HORNO, 35",509,1250,-16.77762,28.124091,esupfpyftn,325404.87,3112225.66
1108,BUNGALOWS BOSTON,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"AVENIDA GRAN CANARIA, 34",19,76,-15.707139,27.79108,esuy4e4qv0,430337.67,3074260.02
1109,APARTHOTEL CLUB MARAZUL DEL SUR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B9,Entidad no turística de Tenerife,ES709B90,Núcleo no turístico de Tenerife,"38001",Adeje,CARRETERA GRAL. ADEJE PLAYA SAN JUAN,154,616,-16.791894,28.146478,eth01gut0e,324039.24,3114726.91
1110,HOTEL RURAL FONDA CENTRAL,ALOJAMIENTOS,H0,5510_L4,Hotel Rural,"0",Categoría única,ES709,Tenerife,ES709B9,Entidad no turística de Tenerife,ES709B90,Núcleo no turístico de Tenerife,"38001",Adeje,"CALLE GRANDE, 26",11,27,-16.724668,28.122068,esupgrmqyv,330603.45,3111926.54
1111,APARTAHOTEL KN PANORAMICA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE BALEARES, 17 TORVISCAL ALTO (URBANIZACIÓN. PARCELA A-17)",92,180,-16.720098,28.085495,esupg8bcc7,330995.06,3107867.71
1112,APARTAMENTOS CALLAO GARDEN,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE EL JABLE, 39",211,658,-16.77866,28.130833,eth041n1uz,325313.64,3112974.22
1113,APARTAMENTOS PERLA GRIS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE LA LAVA, 4",108,256,-16.783907,28.129319,eth040f34t,324795.77,3112814.02
1114,LABRANDA BAHIA FAŃÁBE & VILLAS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA BRUSELAS, 5 Y 7",184,420,-16.734248,28.088356,esupg1q6xc,329609.06,3108204.47
1115,"APARTAMENTOS OLIVOS, LOS",ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE PARIS, 1",196,710,-16.736083,28.087509,esupg1jjt5,329427.4,3108113.19
1116,APARTAMENTOS PARQUE DEL SOL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"CALLE LONDRES, 11 URBANIZACIÓN. PLAYA FAŃABE",184,602,-16.736019,28.089646,esupg1t4n3,329437.07,3108349.89
1117,APARTAMENTOS ROYAL SUNSET BEACH CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE LONDRES, 6 URBANIZACIÓN. PLAYA DE FAŃABE",126,522,-16.734388,28.087083,esupg1n7h7,329593.29,3108063.61
1118,APARTAMENTOS SOL SUN BEACH,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE LONDRES, 3 PLAYA DE FAŃABE",130,286,-16.735858,28.085517,esupg0v3fp,329446.36,3107892.15
1119,APARTAMENTOS LETICIA DEL MAR I,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE DE MOGAN , 3",6,30,-15.711272,27.788376,esuy46xrhb,429928.77,3073962.83
1120,APARTAMENTOS YUCCA PARK,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"LONDRES,8 - COSTA ADEJE",98,312,-16.735255,28.087815,esupg1jz2k,329509.25,3108145.93
1121,APARTAMENTOS CARIBE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA V CENTENARIO, 3",106,212,-16.727227,28.067626,esupeme9g2,330266.39,3105897.67
1122,APARTAMENTOS RAMADA RESEDENCES BY WYNDHAM COSTA ADEJE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE GALICIA, 6 URBANIZACIÓN. TORVISCAS ALTO",181,631,-16.722955,28.086933,esupg3ndnz,330716.56,3108031.02
1123,APARTAMENTOS LAGOS DE FAŃABE,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE LONDRES, 7 URBANIZACIÓN. PLAYA DE FAŃABÉ",109,229,-16.735659,28.086855,esupg1j3yc,329468.03,3108040.13
1124,APARTAMENTOS NEPTUNO,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE CATALUŃA, URBANIZACIÓN. TORBISCAS COSTA ADEJE",93,344,-16.726294,28.084732,esupg2sm3j,330384.98,3107791.79
1125,APARTAMENTOS OLYMPIA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"CALLE VENEZUELA, 12",70,149,-16.729174,28.071422,esupeq4pvu,330081,3106321
1126,APARTAMENTOS PARAISO DEL SOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA QUINTO CENTENARIO, 7",156,336,-16.728834,28.067851,esupemd7jf,330108.8,3105924.85
1127,APARTAMENTOS PUEBLO TORVISCAS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE VALENCIA, 3",51,110,-16.734474,28.081854,esupg0nkdm,329576.58,3107484.33
1128,APARTAMENTOS REGENCY CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE CATALUŃA, 2 TORVISCAS ALTA",90,270,-16.725785,28.085688,esupg2uduz,330436.5,3107897.01
1129,APARTAMENTOS WIMPEN SUEŃO AZUL,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE DUARTE, S/N. (CALLAO SALVAJE)",32,192,-16.781307,28.131909,eth041k0pp,325055.38,3113097.26
1130,APARTAMENTOS NIZA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE LANZAROTE, 2",27,106,-15.71005,27.78752,esuy4d8613,430048.61,3073867.31
1131,APARTAMENTOS SUNSET BAY CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE ANTONIO NAVARRO, 1 URBANIZACIÓN TORVISCAS",206,862,-16.731888,28.083032,esupg225wb,329832.57,3107611.24
1132,APARTAMENTOS SUNSET HARBOUR CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"CALLE VALENCIA, 3",124,436,-16.734855,28.081825,esupg0nh3x,329539.09,3107481.65
1133,HOTEL TROPICAL PARK,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,"CALLE EL JABLE, 41 - URBANIZACIÓN. CALLAO SALVAJE",160,506,-16.780152,28.130615,eth041j0dn,325166.73,3112952.21
1134,BUNGALOWS PARQUE DE LAS AMERICAS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVENIDA RAFAEL PUIG, 16",58,128,-16.73067,28.071422,esupeq1pgh,329933.97,3106323.09
1135,APARTAMENTOS COSTA ADEJE GARDEN,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,AVENIDA EUROPA 29,50,177,-16.72338,28.081204,esupg2n2v5,330665.8,3107396.82
1136,APARTAMENTOS CIUDAD JARDIN-OLYMPUS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVDA. DE LOS PUEBLOS, 16",134,540,-16.731008,28.074952,esupeqbu7q,329906.32,3106714.71
1137,APARTAMENTOS FLORIDA PARK CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,URBANIZACIÓN SAN EUGENIO,31,81,-16.728004,28.075331,esupeqgn9m,330202.15,3106752.51
1138,APARTAMENTOS LAGUNA PARK,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA LOS PUEBLOS, 26",150,450,-16.730611,28.079714,esuperc0hw,329952.84,3107241.8
1139,APARTAMENTOS PUERTO COLON CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,PUERTO DEPORTIVO PUERTO COLON. SAN EUGENIO,20,52,-16.73582,28.077559,esupepm7eh,329437.52,3107010.31
1140,APARTAMENTOS TINERFE GARDEN-TIGARSUR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA LOS PUEBLOS, 24",65,170,-16.731008,28.079099,esuper8ue7,329912.85,3107174.21
1141,APARTAMENTOS EL GRECO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,CALLE DORESTE Y MOLINA 38,79,252,-15.714934,27.785321,esuy46htpr,429566.03,3073626.5
1142,APARTAMENTOS LAGUNA PARK II - COSTA LAGUNA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fańabé Alto,"38001",Adeje,"CALLE PAIS VASCO, 1 TORVISCAS ALTO, URBANIZACIÓN",318,906,-16.726899,28.083334,esupg27v70,330323.33,3107637.73
1143,APARTAMENTOS PLAYAOLID,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA ERNESTO SARTI, 18",202,404,-16.730268,28.085971,esupg2ckss,329996.41,3107934.63
1144,APARTAMENTOS CALLAOMAR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES709,Tenerife,ES709B1,Adeje turístico,ES709B11,Callao Salvaje,"38001",Adeje,CALLE EL TENIQUE N.4-CALLAO SALVAJE,15,30,-16.776038,28.129802,eth042b5cz,325569.53,3112856.21
1145,HOTEL SUITE VILLA MARIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,AVENIDA DE LOS ACANTILADOS,78,318,-16.74993,28.107237,esupfug0d2,328098.13,3110318.66
1146,HOTEL BAOBAB SUITES,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"C/. ROQUES DEL SALMOR, Nş 5",125,436,-16.74063,28.09576,esupg49vej,328993.66,3109033.83
1147,ROYAL HIDEAWAY CORALES RESORT,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"AVDA. VIRGEN DE GUADALUPE, 21",235,552,-16.75213,28.100208,esupfg3rx4,327870.75,3109542.92
1148,HOTEL GF VICTORIA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"C/. FERNANDO LÓPEZ ARVELO, Nş 1",242,484,-16.739,28.09184,esupg1gnc4,329147.61,3108597.18
1149,H10 ATLANTIC SUNSET,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B12,Playa Paraíso,"38001",Adeje,"AVDA. ADEJE, 300",291,582,-16.77335,28.119766,esupfr4188,325817.35,3111740.3
1150,ROYAL RIVER LUXURY HOTEL,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CALLE ALCOJORA S/N,50,140,-16.749714,28.110788,esupfv7jpq,328125.02,3110711.82
1151,APARTAMENTOS CASANOVA I,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,"38003",Alajeró,AVENIDA MARÍTIMA DE PLAYA SANTIAGO,6,13,-17.195481,28.029289,esgz2wwdkq,284163.46,3102390.74
1152,APARTAMENTOS PUERTO BELLO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE TASARTICO, 6",57,171,-15.71363,27.788861,esuy46v9vg,429696.78,3074017.91
1153,APARTAMENTOS TAPAHUGA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,"38003",Alajeró,AVENIDA MARITIMA.- PYA. SANTIAGO,30,60,-17.198189,28.028081,esgz2wkemh,283894.75,3102261.66
1154,APARTAMENTOS SANTA  ANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,"38003",Alajeró,LAS TRINCHERAS S/N,13,33,-17.199863,28.027224,esgz2w5qqj,283728.42,3102169.66
1155,APARTAMENTOS EL BALCON DE SANTA ANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,"38003",Alajeró,"LAS TRINCHERAS, PLAYA SANTIAGO",102,334,-17.200655,28.025699,esgz2tfve8,283647.48,3102002.06
1156,APARTAMENTOS LA BANDA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,"38003",Alajeró,"CALLE LA BANDA, PLAYA DE SANTIAGO",4,8,-17.198255,28.031449,esgz2wux58,283894.99,3102635.03
1157,APARTAMENTOS MARTELL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES706,La Gomera,ES706B0,La Gomera,ES706B00,La Gomera,"38003",Alajeró,"CALLE SANTIAGO APOSTOL, S/N",5,12,-17.198437,28.030901,esgz2wu7z6,283876,3102574.62
1158,HOTEL BITACORA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,CALLE CALIFORNIA 1,314,1256,-16.731555,28.058295,esupe7b7qt,329826.31,3104869.8
1159,HOTEL APART. COLUMBUS,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,AVENIDA SANTIAGO PUIG 6,480,1200,-16.727623,28.061166,esupek7k4h,330217.31,3105182.43
1160,HOTEL CONQUISTADOR,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,AVENIDA MARITIMA,485,922,-16.73513,28.057528,esupe5tygn,329473.69,3104789.81
1161,HOTEL EUROPE PARK CLUB,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,AVENIDA MARITIMA,241,785,-16.733556,28.056454,esupe5wbxy,329626.71,3104668.61
1162,HOTEL GALA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"CALLE ARQUITECTO GOMEZ CUESTA , 3",308,616,-16.730279,28.066466,esupem37h0,329964.6,3105773.4
1163,APARTAMENTOS PUNTA DEL REY,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,"MOGAN, 42",127,254,-15.716583,27.784108,esuy43gw1j,429402.78,3073493.08
1164,HOTEL TIGOTAN PLAYA DE LAS AMÉRICAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA NOELIA ALFONSO CABRERA, 6",416,832,-16.729458,28.059924,esupek1uzk,330034.99,3105047.37
1165,HOTEL LAS PALMERAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA RAFAEL PUIG, 28",519,1045,-16.732398,28.061216,esupehru6v,329748.05,3105194.64
1166,HOTEL APART. PARQUE DE LA PAZ,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVENIDA PENETRACION, S/N",219,700,-16.729249,28.055791,esupe76hu4,330049.03,3104589.12
1167,HOTEL LA SIESTA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,"AVDA RAFAEL PUIG,Nş 21",282,1128,-16.733194,28.058867,esupe5zq8r,329666.1,3104935.47
